,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,add_wy,m,tau_dr,tau_ols,tau_ols_ps
37,dlvm,1000,3,100,0.1,3,3,602,1,glm,154,False,False,10,1.0939048378411573,1.1078892909263798,1.118120764360168
38,dlvm,5000,3,5,0.1,3,3,602,1,glm,3,False,False,10,1.0697161416316328,1.0699088552999922,1.0738792377695163
39,dlvm,5000,3,100,0.1,3,3,602,1,glm,353,False,False,10,1.1004241759106206,1.091560966374132,1.0935809113038992
40,dlvm,1000,3,5,0.3,3,3,602,1,glm,2,False,False,10,1.0129701522138757,1.0060188278767677,1.009617488688033
41,dlvm,1000,3,100,0.3,3,3,602,1,glm,154,False,False,10,1.0794526065130619,1.0985009532446577,1.108501198054475
42,dlvm,5000,3,5,0.3,3,3,602,1,glm,4,False,False,10,1.0778460735943045,1.0791164225448837,1.0813044810403325
43,dlvm,5000,3,100,0.3,3,3,602,1,glm,337,False,False,10,1.1040154605127754,1.0973896991239849,1.100544770100284
44,dlvm,1000,3,5,0,3,3,602,1,glm,0,False,False,10,0.9977743323986406,1.0031017287862358,1.0216211417784604
45,dlvm,1000,3,100,0,3,3,602,1,glm,3,False,False,10,1.074753967296692,1.1005534186611536,1.1095954060620252
46,dlvm,5000,3,5,0,3,3,602,1,glm,1,False,False,10,1.0714954655706772,1.0730434248383645,1.0796742550242373
47,dlvm,5000,3,100,0,3,3,602,1,glm,12,False,False,10,1.094123975358505,1.0869338274650056,1.087751724045678
48,dlvm,1000,3,5,0.1,4,3,602,1,glm,1,False,False,10,1.012710849608284,1.0102135448048513,1.0107203764005428
49,dlvm,1000,3,100,0.1,4,3,602,1,glm,185,False,False,10,1.0419238224942728,1.079768176100799,1.0848308451890722
50,dlvm,5000,3,5,0.1,4,3,602,1,glm,3,False,False,10,1.0649452309048681,1.063194426082729,1.0677210621721225
51,dlvm,5000,3,100,0.1,4,3,602,1,glm,363,False,False,10,1.0499013370480026,1.0650653056195531,1.0653669440524915
52,dlvm,1000,3,5,0.3,4,3,602,1,glm,2,False,False,10,1.029541217909266,1.0296255595990813,1.0328143297156782
53,dlvm,1000,3,100,0.3,4,3,602,1,glm,154,False,False,10,1.0478984340244055,1.073478985072728,1.0738553573542915
54,dlvm,5000,3,5,0.3,4,3,602,1,glm,3,False,False,10,1.0681210488021375,1.0666688908352353,1.0692719040890362
55,dlvm,5000,3,100,0.3,4,3,602,1,glm,334,False,False,10,1.066694979058014,1.0734602593576166,1.0760529377879504
56,dlvm,1000,3,5,0,4,3,602,1,glm,0,False,False,10,1.0194047578203995,1.021876694525123,1.0223497248930133
57,dlvm,1000,3,100,0,4,3,602,1,glm,3,False,False,10,1.043763378877935,1.0781947539882215,1.0787881888876762
58,dlvm,5000,3,5,0,4,3,602,1,glm,2,False,False,10,1.06152156352063,1.0601115559689638,1.0647708761476937
59,dlvm,5000,3,100,0,4,3,602,1,glm,16,False,False,10,1.0429443098178344,1.0634022985215523,1.0635787815450435
60,dlvm,1000,3,5,0.1,5,3,602,1,glm,2,False,False,10,1.0889833621951535,1.0777261717310203,1.0746829408046268
61,dlvm,1000,3,100,0.1,5,3,602,1,glm,282,False,False,10,1.0709326331224789,1.0728466561494887,1.0748548646762723
62,dlvm,5000,3,5,0.1,5,3,602,1,glm,4,False,False,10,1.0865401673956487,1.0865274817229797,1.0886362777178724
63,dlvm,5000,3,100,0.1,5,3,602,1,glm,428,False,False,10,1.0827546707594142,1.0979722362685174,1.099051988551686
64,dlvm,1000,3,5,0.3,5,3,602,1,glm,2,False,False,10,1.0813121453481433,1.0806858278951077,1.077310587548969
65,dlvm,1000,3,100,0.3,5,3,602,1,glm,172,False,False,10,1.0864099690224034,1.0752040652636299,1.0783271702506358
66,dlvm,5000,3,5,0.3,5,3,602,1,glm,4,False,False,10,1.1027980045272625,1.1019566523181834,1.102701175713574
67,dlvm,5000,3,100,0.3,5,3,602,1,glm,379,False,False,10,1.084143921640204,1.098179196683388,1.1006592563719861
68,dlvm,1000,3,5,0,5,3,602,1,glm,0,False,False,10,1.0829184649187333,1.0648971684775272,1.0624732664179468
69,dlvm,1000,3,100,0,5,3,602,1,glm,4,False,False,10,1.0422899273665056,1.0743663465459297,1.0772666431153868
70,dlvm,5000,3,5,0,5,3,602,1,glm,2,False,False,10,1.07826777734615,1.079946848748517,1.0829269195200306
71,dlvm,5000,3,100,0,5,3,602,1,glm,14,False,False,10,1.0821277091167258,1.093472821087415,1.0947991757218563
72,dlvm,1000,3,5,0.1,6,3,602,1,glm,2,False,False,10,1.0960241840190914,1.0934034786387863,1.0974897136621506
73,dlvm,1000,3,100,0.1,6,3,602,1,glm,210,False,False,10,1.1074361927038692,1.068176481070368,1.0738160087367068
74,dlvm,5000,3,5,0.1,6,3,602,1,glm,4,False,False,10,1.079311828914095,1.0710331688226593,1.0740655070592582
75,dlvm,5000,3,100,0.1,6,3,602,1,glm,500,False,False,10,1.0923603914288391,1.0890390702511161,1.0910338498911982
76,dlvm,1000,3,5,0.3,6,3,602,1,glm,2,False,False,10,1.1070544615527675,1.1032791076999957,1.0988053879673918
77,dlvm,1000,3,100,0.3,6,3,602,1,glm,191,False,False,10,1.1218287220525762,1.0764304944566034,1.0826760601116543
78,dlvm,5000,3,5,0.3,6,3,602,1,glm,5,False,False,10,1.0794157487991327,1.0784125543451197,1.0806430741093447
79,dlvm,5000,3,100,0.3,6,3,602,1,glm,409,False,False,10,1.0958618454003743,1.0910691336142164,1.0941096776879162
80,dlvm,1000,3,5,0,6,3,602,1,glm,0,False,False,10,1.0920429783236345,1.0833746275793972,1.0834717442827986
81,dlvm,1000,3,100,0,6,3,602,1,glm,3,False,False,10,1.0966340694332788,1.0699097841399166,1.0765406103711679
82,dlvm,5000,3,5,0,6,3,602,1,glm,2,False,False,10,1.0772598852912993,1.062736729430654,1.0669548023328939
83,dlvm,5000,3,100,0,6,3,602,1,glm,14,False,False,10,1.080223092165466,1.0840901578886706,1.085364115111878
84,dlvm,1000,3,5,0.1,7,3,602,1,glm,2,False,False,10,1.0664154805538617,1.0641129672617038,1.0617459909440723
85,dlvm,1000,3,100,0.1,7,3,602,1,glm,265,False,False,10,0.9586703965882505,1.0558360076587427,1.060824199575182
86,dlvm,5000,3,5,0.1,7,3,602,1,glm,6,False,False,10,1.058885740705145,1.0577123507081698,1.0611106932742955
87,dlvm,5000,3,100,0.1,7,3,602,1,glm,649,False,False,10,1.0441508800911852,1.054608100166572,1.0574020733489558
88,dlvm,1000,3,5,0.3,7,3,602,1,glm,2,False,False,10,1.0691872326939376,1.071782747111156,1.0726915649974411
89,dlvm,1000,3,100,0.3,7,3,602,1,glm,178,False,False,10,0.5850946994387412,1.058433048463122,1.0665196273951392
90,dlvm,5000,3,5,0.3,7,3,602,1,glm,4,False,False,10,1.0682716807932942,1.0680003121836266,1.071249875814127
91,dlvm,5000,3,100,0.3,7,3,602,1,glm,384,False,False,10,1.0622904063633605,1.064780653770067,1.0685928563820366
92,dlvm,1000,3,5,0,7,3,602,1,glm,0,False,False,10,1.0669588249555435,1.0623729274632363,1.0587506447538306
93,dlvm,1000,3,100,0,7,3,602,1,glm,4,False,False,10,0.8916980983627045,1.0568960981515756,1.0627895889506718
94,dlvm,5000,3,5,0,7,3,602,1,glm,2,False,False,10,1.0602833886265153,1.0570303983318914,1.061029602332948
95,dlvm,5000,3,100,0,7,3,602,1,glm,14,False,False,10,1.0421229164748023,1.0549407740784917,1.0578377024083352
96,dlvm,1000,3,5,0.1,8,3,602,1,glm,2,False,False,10,1.0207774413356325,1.025458736784174,1.0259659627086513
97,dlvm,1000,3,100,0.1,8,3,602,1,glm,216,False,False,10,1.082167973354468,1.0714286920765703,1.0793624108843707
98,dlvm,5000,3,5,0.1,8,3,602,1,glm,5,False,False,10,1.0603210310099687,1.0585355784141186,1.0638705766256151
99,dlvm,5000,3,100,0.1,8,3,602,1,glm,592,False,False,10,1.101645802613529,1.099878495342749,1.1019655274083413
100,dlvm,1000,3,5,0.3,8,3,602,1,glm,2,False,False,10,1.0413214114454488,1.0461180856652272,1.0443678667485101
101,dlvm,1000,3,100,0.3,8,3,602,1,glm,180,False,False,10,1.0752564360574277,1.0735341667130311,1.0798657644047407
102,dlvm,5000,3,5,0.3,8,3,602,1,glm,4,False,False,10,1.0730383570414446,1.0714830331571492,1.0735600818327922
103,dlvm,5000,3,100,0.3,8,3,602,1,glm,491,False,False,10,1.1018900263902434,1.1078400882706323,1.110990710189343
104,dlvm,1000,3,5,0,8,3,602,1,glm,0,False,False,10,1.0228084375210649,1.0265007025471728,1.0280917431741015
105,dlvm,1000,3,100,0,8,3,602,1,glm,4,False,False,10,1.076901129742174,1.0668043877352313,1.0766017648407975
106,dlvm,5000,3,5,0,8,3,602,1,glm,2,False,False,10,1.0513089611870332,1.0486402723608386,1.0539625629170433
107,dlvm,5000,3,100,0,8,3,602,1,glm,15,False,False,10,1.0866430019734048,1.0942237629249656,1.0956192511298826
108,dlvm,1000,3,5,0.1,9,3,602,1,glm,2,False,False,10,1.0914925405169746,1.0898562727447931,1.0901533626495867
109,dlvm,1000,3,100,0.1,9,3,602,1,glm,190,False,False,10,1.1288246498140997,1.099984772179762,1.0965003132932472
110,dlvm,5000,3,5,0.1,9,3,602,1,glm,4,False,False,10,1.0540627573342638,1.0603092044883586,1.0658099272580848
111,dlvm,5000,3,100,0.1,9,3,602,1,glm,369,False,False,10,1.0915844386506213,1.0882109600710153,1.0909046170359638
112,dlvm,1000,3,5,0.3,9,3,602,1,glm,2,False,False,10,1.111493763788328,1.1069068911692508,1.1078556031417202
113,dlvm,1000,3,100,0.3,9,3,602,1,glm,158,False,False,10,1.172281107275269,1.1030631249811342,1.1015185653880095
114,dlvm,5000,3,5,0.3,9,3,602,1,glm,4,False,False,10,1.0635269596996793,1.064942310740355,1.0676084326925892
115,dlvm,5000,3,100,0.3,9,3,602,1,glm,333,False,False,10,1.1025847731797356,1.0946277391518717,1.098231271321914
116,dlvm,1000,3,5,0,9,3,602,1,glm,0,False,False,10,1.08084136928457,1.0839865706553091,1.0906474251378016
